# PersonalHub Codex code map
# Purpose: cheap semantic routing before source search. This is a hint index, never a substitute for code/tests as truth.
# Usage: search this file for the user's concept/alias; open only the matched primary/related paths; expand search only if those paths are insufficient or stale.
# Maintenance: update a row only when ownership/path/symbol meaning materially changes. Do not add every function/class.
# Columns: key<TAB>aliases<TAB>primary_symbol<TAB>primary_path<TAB>related_paths<TAB>targeted_tests
core.location	address autocomplete|place suggestions|Google Places|existing places|location provider	LocationSuggestionEngine	core/location/src/main/java/com/gernalix/personalhub/core/location/LocationSuggestions.kt	feature/luoghi/src/main/java/com/gernalix/luoghi/capsules/addressautocomplete/AddressAutocompleteRepository.kt;feature/supercontacts/src/main/java/com/supercontacts/app/data/repository/AddressAutocompleteRepository.kt	core/location/src/test/java/com/gernalix/personalhub/core/location/LocationSuggestionEngineTest.kt
core.ui_time	shared UI|loading state|error state|search field|date formatting|duration formatting|DST	HubTimeFormat	core/ui/src/main/java/com/gernalix/personalhub/core/ui/HubTimeFormat.kt	core/ui/src/main/java/com/gernalix/personalhub/core/ui/HubUiPrimitives.kt;feature/supercontacts/src/main/java/com/supercontacts/app/ui/contacts/ContactTimeFormatter.kt;feature/luoghi/src/main/java/com/gernalix/luoghi/ui/common/UiFormatters.kt;feature/multitimetracker/src/main/java/com/example/multitimetracker/ui/util/TimeFormat.kt	core/ui/src/test/java/com/gernalix/personalhub/core/ui/HubTimeFormatTest.kt
database.timestamp_contract	timestamp|epoch ms|date time format|EEE d/M/yy hh:mm	HubTimestamp	contracts/database/src/main/java/com/gernalix/personalhub/contracts/database/HubTimestamp.kt	tools/check_timestamp_contract.py	-
database.autoexport	autoexport|SAF export|dirty generation	HubAutoExport	core/database/src/main/java/com/gernalix/personalhub/core/database/HubAutoExport.kt	core/database/src/main/java/com/gernalix/personalhub/core/database/HubGeneration.kt;core/database/src/main/java/com/gernalix/personalhub/core/database/DatabaseGate.kt	core/database/src/test/java/com/gernalix/personalhub/core/database/HubAutoExportDurabilityTest.kt
database.datasette_sync	Datasette sync|remote sync|sync journal|upload	DatasetteSync	core/database/src/main/java/com/gernalix/personalhub/core/database/capsules/sync/DatasetteSync.kt	core/database/src/main/java/com/gernalix/personalhub/core/database/capsules/sync/DatasetteClient.kt;core/database/src/main/java/com/gernalix/personalhub/core/database/capsules/sync/SyncJournal.kt;core/database/src/main/java/com/gernalix/personalhub/core/database/capsules/sync/DatasetteSettings.kt	core/database/src/test/java/com/gernalix/personalhub/core/database/capsules/sync/SyncJournalTest.kt;app/src/androidTest/java/com/gernalix/personalhub/DatasetteSyncInstrumentedTest.kt
database.data_explorer	Data Explorer|Datasette Lite|SQL explorer|local Datasette|remote Datasette|personalhub_read	DataExplorerActivity	app/src/main/java/com/gernalix/personalhub/DataExplorerActivity.kt	contracts/database/src/main/java/com/gernalix/personalhub/contracts/database/DataExplorerContract.kt;core/database/src/main/java/com/gernalix/personalhub/core/database/DataExplorerSnapshot.kt;core/database/src/main/java/com/gernalix/personalhub/core/database/capsules/sync/DatasetteSettings.kt;feature/supercontacts/src/main/java/com/supercontacts/app/ui/app/SuperContactsApp.kt;feature/luoghi/src/main/java/com/gernalix/luoghi/ui/home/HomeScreen.kt;feature/sostanze/src/main/java/com/gernalix/sostanze/ui/SostanzeApp.kt;feature/wordpulse/src/main/java/com/wordpulse/app/ui/WordPulseScreen.kt;feature/soldi/src/main/java/com/gernalix/personalhub/soldi/SoldiV2Screen.kt;docs/DATA_EXPLORER.md	-
app.activity_register	History & Search|history search|activity register|audit log|change history|undo|annulla modifica	HubHistorySearchScreen	app/src/main/java/com/gernalix/personalhub/HubHistorySearchScreen.kt	app/src/main/java/com/gernalix/personalhub/HubActivityPresentation.kt;core/database/src/main/java/com/gernalix/personalhub/core/database/HubActivityLog.kt;core/database/src/main/java/com/gernalix/personalhub/core/database/HubActivityCapture.kt;core/database/src/main/java/com/gernalix/personalhub/core/database/HubActivityUndo.kt;core/hub-context/src/main/java/com/gernalix/personalhub/core/hubcontext/HubContextRepository.kt	app/src/test/java/com/gernalix/personalhub/HubActivityPresentationTest.kt;core/database/src/test/java/com/gernalix/personalhub/core/database/HubActivityRegisterTest.kt;core/database/src/test/java/com/gernalix/personalhub/core/database/HubContextMigrationTest.kt
hub.context	context graph|cross module links|related entities|hub links	HubContextRuntime	core/hub-context/src/main/java/com/gernalix/personalhub/core/hubcontext/HubContextRuntime.kt	core/hub-context/src/main/java/com/gernalix/personalhub/core/hubcontext/HubContextRepository.kt;core/hub-context/src/main/java/com/gernalix/personalhub/core/hubcontext/HubContextComposer.kt;core/hub-context/src/main/java/com/gernalix/personalhub/core/hubcontext/HubContextExplorer.kt;core/hub-context/src/main/java/com/gernalix/personalhub/core/hubcontext/HubContextLinks.kt;docs/HUB_USER_GUIDE.md	core/hub-context/src/test/java/com/gernalix/personalhub/core/hubcontext/HubContextRepositoryTest.kt;app/src/androidTest/java/com/gernalix/personalhub/HubContextAllModulesDeviceTest.kt
hub.search	shared search|cross-module search|saved search|saved query|search filters	HubSearchEngine	core/hub-context/src/main/java/com/gernalix/personalhub/core/hubcontext/HubSearch.kt	core/hub-context/src/main/java/com/gernalix/personalhub/core/hubcontext/HubSavedSearchStore.kt;core/hub-context/src/main/java/com/gernalix/personalhub/core/hubcontext/HubContextRuntime.kt;core/hub-context/src/main/java/com/gernalix/personalhub/core/hubcontext/HubContextComposer.kt	core/hub-context/src/test/java/com/gernalix/personalhub/core/hubcontext/HubSearchEngineTest.kt;core/hub-context/src/test/java/com/gernalix/personalhub/core/hubcontext/HubSavedSearchStoreTest.kt
hub.temporal_search	Search|temporal search|episode|episodes|save episode|saved episodes|recall episode	HubTemporalSearchScreen	app/src/main/java/com/gernalix/personalhub/HubTemporalSearchScreen.kt	core/hub-context/src/main/java/com/gernalix/personalhub/core/hubcontext/HubContextRuntime.kt;core/hub-context/src/main/java/com/gernalix/personalhub/core/hubcontext/HubContextRepository.kt;docs/HUB_USER_GUIDE.md	-
timer.root	Timer|MultiTimeTracker|timer navigation	MainViewModel	feature/multitimetracker/src/main/java/com/example/multitimetracker/MainViewModel.kt	feature/multitimetracker/src/main/java/com/example/multitimetracker/MainActivity.kt;feature/multitimetracker/src/main/java/com/example/multitimetracker/ui/AppRoot.kt	-
timer.now_ui	Now|timer home|start by tag|active tags|quick start|floating play|FAB	NowScreen	feature/multitimetracker/src/main/java/com/example/multitimetracker/capsules/now/ui/NowScreen.kt	feature/multitimetracker/src/main/java/com/example/multitimetracker/capsules/now/ui/NowCapsuleUi.kt;feature/multitimetracker/src/main/java/com/example/multitimetracker/capsules/now/ui/QuickStartTagLauncher.kt;feature/multitimetracker/src/main/java/com/example/multitimetracker/capsules/now/controller/NowCapsuleViewModel.kt	feature/multitimetracker/src/androidTest/java/com/example/multitimetracker/capsules/now/ui/QuickStartIdleLayoutInstrumentedTest.kt;feature/multitimetracker/src/androidTest/java/com/example/multitimetracker/capsules/now/ui/QuickStartTagLauncherInstrumentedTest.kt
timer.quick_events	Events|quick events|event buttons|event templates|macros	QuickEventsCapsuleViewModel	feature/multitimetracker/src/main/java/com/example/multitimetracker/capsules/quickevents/controller/QuickEventsCapsuleViewModel.kt	feature/multitimetracker/src/main/java/com/example/multitimetracker/capsules/quickevents/ui/QuickEventsScreen.kt;feature/multitimetracker/src/main/java/com/example/multitimetracker/core/quickevent/QuickEventExecution.kt;feature/multitimetracker/src/main/java/com/example/multitimetracker/persistence/QuickEventRepository.kt	feature/multitimetracker/src/test/java/com/example/multitimetracker/core/quickevent/QuickEventExecutorTest.kt
timer.widget_events	Event widget|quick event widget|widget tap|widget toast|X added	QuickEventWidgetClickActivity	feature/multitimetracker/src/main/java/com/example/multitimetracker/widget/QuickEventWidgetClickActivity.kt	feature/multitimetracker/src/main/java/com/example/multitimetracker/widget/QuickEventWidgetProvider.kt;feature/multitimetracker/src/main/java/com/example/multitimetracker/widget/QuickEventWidgetPrefs.kt;feature/multitimetracker/src/main/java/com/example/multitimetracker/widget/QuickEventWidgetConfigureActivity.kt;feature/multitimetracker/src/main/java/com/example/multitimetracker/core/quickevent/QuickEventExecution.kt	feature/multitimetracker/src/test/java/com/example/multitimetracker/ProfileRuntimeIsolationTest.kt;feature/multitimetracker/src/test/java/com/example/multitimetracker/widget/QuickEventWidgetPickerTest.kt;feature/multitimetracker/src/test/java/com/example/multitimetracker/core/quickevent/QuickEventExecutorTest.kt
timer.widget_tasks	task widget|quick task widget	QuickTaskRunner	feature/multitimetracker/src/main/java/com/example/multitimetracker/widget/QuickTaskRunner.kt	feature/multitimetracker/src/main/java/com/example/multitimetracker/widget/QuickTaskWidgetClickActivity.kt;feature/multitimetracker/src/main/java/com/example/multitimetracker/widget/QuickTaskWidgetProvider.kt	feature/multitimetracker/src/test/java/com/example/multitimetracker/widget/QuickSessionRunnerTest.kt
timer.sessions	session|running timer|start stop timer|session editor	SessionOwnerCapsuleViewModel	feature/multitimetracker/src/main/java/com/example/multitimetracker/capsules/sessions/controller/SessionOwnerCapsuleViewModel.kt	feature/multitimetracker/src/main/java/com/example/multitimetracker/core/session/DefaultSessionCore.kt;feature/multitimetracker/src/main/java/com/example/multitimetracker/persistence/SessionRepository.kt;feature/multitimetracker/src/main/java/com/example/multitimetracker/ui/components/SessionEditDialog.kt	-
timer.random_timer	Random Timer|mystery timer|random timer notification|quanto tempo è passato|background deadline	NowCapsuleViewModel	feature/multitimetracker/src/main/java/com/example/multitimetracker/capsules/now/controller/NowCapsuleViewModel.kt	feature/multitimetracker/src/main/java/com/example/multitimetracker/RandomTimerStore.kt;feature/multitimetracker/src/main/java/com/example/multitimetracker/capsules/sessions/controller/SessionOwnerCapsuleViewModel.kt;feature/multitimetracker/src/main/java/com/example/multitimetracker/capsules/now/ui/NowScreen.kt;feature/multitimetracker/src/main/java/com/example/multitimetracker/TimeFenceTimerScheduler.kt;feature/multitimetracker/src/main/java/com/example/multitimetracker/TimeFenceTimerReceiver.kt;feature/multitimetracker/src/main/java/com/example/multitimetracker/TimeFenceRestoreReceiver.kt	feature/multitimetracker/src/test/java/com/example/multitimetracker/TimeFenceAlarmReconciliationTest.kt
timer.alerts	alert|reminder|TimeFence|alarm|notification	AlertsCapsuleViewModel	feature/multitimetracker/src/main/java/com/example/multitimetracker/capsules/alerts/controller/AlertsCapsuleViewModel.kt	feature/multitimetracker/src/main/java/com/example/multitimetracker/TimeFenceNotifier.kt;feature/multitimetracker/src/main/java/com/example/multitimetracker/TimeFenceTimerScheduler.kt;feature/multitimetracker/src/main/java/com/example/multitimetracker/ui/alerts/AlertMessageParser.kt	feature/multitimetracker/src/test/java/com/example/multitimetracker/TimeFenceAlarmReconciliationTest.kt;feature/multitimetracker/src/test/java/com/example/multitimetracker/AlertMessageParserTest.kt
timer.timeline	timeline|history|timeline stats	TimelineCapsuleViewModel	feature/multitimetracker/src/main/java/com/example/multitimetracker/capsules/timeline/controller/TimelineCapsuleViewModel.kt	feature/multitimetracker/src/main/java/com/example/multitimetracker/capsules/timeline/ui/TimelineScreen.kt;feature/multitimetracker/src/main/java/com/example/multitimetracker/core/session/TimelineStatsCore.kt	-
timer.tags	tags|tag hierarchy|tag picker	TagsCapsuleViewModel	feature/multitimetracker/src/main/java/com/example/multitimetracker/capsules/tags/controller/TagsCapsuleViewModel.kt	feature/multitimetracker/src/main/java/com/example/multitimetracker/capsules/tags/ui/TagsCapsuleUi.kt;feature/multitimetracker/src/main/java/com/example/multitimetracker/ui/util/TagHierarchy.kt	feature/multitimetracker/src/test/java/com/example/multitimetracker/ui/components/SessionTagPickerRulesTest.kt
timer.since_when	Since When|life periods|period editor	SinceWhenCapsuleViewModel	feature/multitimetracker/src/main/java/com/example/multitimetracker/capsules/sincewhen/controller/SinceWhenCapsuleViewModel.kt	feature/multitimetracker/src/main/java/com/example/multitimetracker/capsules/sincewhen/ui/LifePeriodsScreen.kt;feature/multitimetracker/src/main/java/com/example/multitimetracker/capsules/sincewhen/public/LifePeriodEditorDialog.kt	-
timer.persistence	timer sqlite|snapshots|session storage|persistence	SnapshotStore	feature/multitimetracker/src/main/java/com/example/multitimetracker/persistence/SnapshotStore.kt	feature/multitimetracker/src/main/java/com/example/multitimetracker/persistence/SnapshotSqlite.kt;feature/multitimetracker/src/main/java/com/example/multitimetracker/persistence/SessionRepository.kt;feature/multitimetracker/src/main/java/com/example/multitimetracker/persistence/SessionMirrorSqlite.kt	-
places.root	Places|Luoghi|places home|place list	LuoghiHomeViewModel	feature/luoghi/src/main/java/com/gernalix/luoghi/LuoghiHomeViewModel.kt	feature/luoghi/src/main/java/com/gernalix/luoghi/MainActivity.kt;feature/luoghi/src/main/java/com/gernalix/luoghi/ui/home/HomeScreen.kt	feature/luoghi/src/test/java/com/gernalix/luoghi/PlacesHistoryMapGeofencingTest.kt
places.data	place repository|PlaceDao|places CRUD	PlaceRepository	feature/luoghi/src/main/java/com/gernalix/luoghi/data/PlaceRepository.kt	contracts/database/src/main/java/com/gernalix/luoghi/data/PlaceDao.kt;contracts/database/src/main/java/com/gernalix/luoghi/data/PlaceEntities.kt	feature/luoghi/src/test/java/com/gernalix/luoghi/PlacesHistoryMapGeofencingTest.kt
places.tags	Places tags|place tags|groceries|Lidl tags	PlaceTagEntity	contracts/database/src/main/java/com/gernalix/luoghi/data/PlaceTagEntities.kt	feature/luoghi/src/main/java/com/gernalix/luoghi/data/PlaceRepository.kt;feature/luoghi/src/main/java/com/gernalix/luoghi/ui/place/PlaceEditorDialog.kt	-
places.alerts	Places alerts|place fence|check-in alert|check-out alert|tag alert	PlaceAlertEngine	core/alerts/src/main/java/com/gernalix/personalhub/core/alerts/PlaceAlertEngine.kt	core/alerts/src/main/java/com/gernalix/personalhub/core/alerts/PlaceAlertRepository.kt;feature/luoghi/src/main/java/com/gernalix/luoghi/ui/place/PlaceAlertsDialog.kt;feature/luoghi/src/main/java/com/gernalix/luoghi/capsules/checkin/CheckInCapsule.kt	core/alerts/src/test/java/com/gernalix/personalhub/core/alerts/AlertMatchingTest.kt
places.checkin	check-in|check-out|visit|manual visit|retroactive visit|check-in attempt|failed check-in|unknown place|ambiguous place|recognition failure|debug check-in	CheckInCapsule	feature/luoghi/src/main/java/com/gernalix/luoghi/capsules/checkin/CheckInCapsule.kt	feature/luoghi/src/main/java/com/gernalix/luoghi/LuoghiHomeViewModel.kt;feature/luoghi/src/main/java/com/gernalix/luoghi/capsules/checkin/CheckInPolicy.kt;feature/luoghi/src/main/java/com/gernalix/luoghi/capsules/checkin/HistoryModels.kt;feature/luoghi/src/main/java/com/gernalix/luoghi/data/PlaceRepository.kt	feature/luoghi/src/test/java/com/gernalix/luoghi/PlacesHistoryMapGeofencingTest.kt
places.history	visit history|history screen|visit timeline|where was I	HistoryScreen	feature/luoghi/src/main/java/com/gernalix/luoghi/ui/history/HistoryScreen.kt	feature/luoghi/src/main/java/com/gernalix/luoghi/capsules/visits/VisitMapper.kt;feature/luoghi/src/main/java/com/gernalix/luoghi/capsules/checkin/WhereWasIQuery.kt	feature/luoghi/src/test/java/com/gernalix/luoghi/PlacesHistoryMapGeofencingTest.kt
places.geofence	geofence|ENTER|EXIT|location notification	PlaceGeofenceRegistrar	feature/luoghi/src/main/java/com/gernalix/luoghi/capsules/geofence/PlaceGeofenceRegistrar.kt	feature/luoghi/src/main/java/com/gernalix/luoghi/capsules/geofence/PlaceGeofenceReceiver.kt;feature/luoghi/src/main/java/com/gernalix/luoghi/hub/PlacesProfileRuntime.kt;feature/luoghi/src/main/java/com/gernalix/luoghi/capsules/geofence/PlaceGeofenceNotifier.kt	feature/luoghi/src/test/java/com/gernalix/luoghi/PlacesHistoryMapGeofencingTest.kt;feature/luoghi/src/test/java/com/gernalix/luoghi/capsules/geofence/PlaceGeofenceProfileIsolationTest.kt
places.map	map|map viewer|place map	MapViewerActivity	feature/luoghi/src/main/java/com/gernalix/luoghi/MapViewerActivity.kt	feature/luoghi/src/main/java/com/gernalix/luoghi/capsules/mapviewer/MapViewerRepository.kt;feature/luoghi/src/main/java/com/gernalix/luoghi/capsules/mapviewer/MapViewerModels.kt	feature/luoghi/src/test/java/com/gernalix/luoghi/PlacesHistoryMapGeofencingTest.kt
places.address_autocomplete	address suggestions|autocomplete|Google address	AddressAutocompleteRepository	feature/luoghi/src/main/java/com/gernalix/luoghi/capsules/addressautocomplete/AddressAutocompleteRepository.kt	feature/luoghi/src/main/java/com/gernalix/luoghi/capsules/addressautocomplete/AddressAutocompletePolicy.kt	-
places.route_distance	route distance|Google Routes|travel distance	RouteDistanceRepository	feature/luoghi/src/main/java/com/gernalix/luoghi/capsules/routedistance/RouteDistanceRepository.kt	feature/luoghi/src/main/java/com/gernalix/luoghi/capsules/routedistance/GoogleRoutesClient.kt;feature/luoghi/src/main/java/com/gernalix/luoghi/capsules/routedistance/RouteDistanceMath.kt	-
people.root	People|SuperContacts|contacts home	SuperContactsApp	feature/supercontacts/src/main/java/com/supercontacts/app/ui/app/SuperContactsApp.kt	feature/supercontacts/src/main/java/com/supercontacts/app/ui/contacts/ContactsViewModel.kt;feature/supercontacts/src/main/java/com/supercontacts/app/MainActivity.kt	-
people.data	contacts repository|contacts CRUD|ContactsDao	ContactsRepository	feature/supercontacts/src/main/java/com/supercontacts/app/data/repository/ContactsRepository.kt	contracts/database/src/main/java/com/supercontacts/app/data/local/ContactsDao.kt;feature/supercontacts/src/main/java/com/supercontacts/app/data/repository/ContactModels.kt	-
people.detail	contact detail|person detail|contact editor	ContactDetailCapsule	feature/supercontacts/src/main/java/com/supercontacts/app/ui/contacts/ContactDetailCapsule.kt	feature/supercontacts/src/main/java/com/supercontacts/app/ui/contacts/ContactCapsuleContracts.kt	-
people.history	contact history|person history|interaction history	ContactHistoryCapsule	feature/supercontacts/src/main/java/com/supercontacts/app/ui/contacts/ContactHistoryCapsule.kt	contracts/database/src/main/java/com/supercontacts/app/data/local/ContactEventEntity.kt	-
people.suggestions	contact suggestions|address suggestion|field suggestion	ContactSuggestionCapsule	feature/supercontacts/src/main/java/com/supercontacts/app/ui/contacts/ContactSuggestionCapsule.kt	feature/supercontacts/src/main/java/com/supercontacts/app/data/repository/AddressAutocompleteRepository.kt;contracts/database/src/main/java/com/supercontacts/app/data/local/ContactAddressSuggestionRow.kt	-
people.call_overlay	call overlay|phone call|incoming call overlay	CallSystemOverlayController	feature/supercontacts/src/main/java/com/supercontacts/app/CallSystemOverlayController.kt	feature/supercontacts/src/main/java/com/supercontacts/app/CallStateReceiver.kt;feature/supercontacts/src/main/java/com/supercontacts/app/CallOverlayPermission.kt	-
substances.root	Substances|Sostanze|substance buttons|substance UI	SostanzeViewModel	feature/sostanze/src/main/java/com/gernalix/sostanze/ui/SostanzeViewModel.kt	feature/sostanze/src/main/java/com/gernalix/sostanze/ui/SostanzeApp.kt;feature/sostanze/src/main/java/com/gernalix/sostanze/MainActivity.kt	feature/sostanze/src/test/java/com/gernalix/sostanze/SostanzeCampaignTest.kt
substances.data	substance repository|stock|SostanzeDao|substance CRUD	SostanzeRepository	feature/sostanze/src/main/java/com/gernalix/sostanze/data/SostanzeRepository.kt	contracts/database/src/main/java/com/gernalix/sostanze/data/SostanzeDao.kt;contracts/database/src/main/java/com/gernalix/sostanze/data/Entities.kt	feature/sostanze/src/test/java/com/gernalix/sostanze/SostanzeCampaignTest.kt
substances.engine	substance rules|record with zero stock|campaign logic	SostanzeEngine	feature/sostanze/src/main/java/com/gernalix/sostanze/domain/SostanzeEngine.kt	feature/sostanze/src/main/java/com/gernalix/sostanze/data/SostanzeRepository.kt	feature/sostanze/src/test/java/com/gernalix/sostanze/SostanzeCampaignTest.kt
substances.notifications	substance notification|scheduled substance notification	SostanzeNotificationScheduler	feature/sostanze/src/main/java/com/gernalix/sostanze/notifications/SostanzeNotificationScheduler.kt	feature/sostanze/src/main/java/com/gernalix/sostanze/ui/SostanzeViewModel.kt	feature/sostanze/src/test/java/com/gernalix/sostanze/SostanzeCampaignTest.kt
wordpulse.root	WordPulse|word screen|capture word	WordPulseViewModel	feature/wordpulse/src/main/java/com/wordpulse/app/ui/WordPulseViewModel.kt	feature/wordpulse/src/main/java/com/wordpulse/app/ui/WordPulseScreen.kt;feature/wordpulse/src/main/java/com/wordpulse/app/ui/CapturePanel.kt	-
wordpulse.data	word repository|WordPulseDao|word persistence	WordRepository	feature/wordpulse/src/main/java/com/wordpulse/app/data/WordRepository.kt	contracts/database/src/main/java/com/wordpulse/app/data/WordPulseDao.kt	-
wordpulse.metrics	word metrics|typing metrics|statistics	MetricsCalculator	feature/wordpulse/src/main/java/com/wordpulse/app/domain/MetricsCalculator.kt	feature/wordpulse/src/main/java/com/wordpulse/app/domain/WordMetrics.kt;feature/wordpulse/src/main/java/com/wordpulse/app/domain/TypingPerformance.kt	-
wordpulse.fatigue	fatigue|fatigue score|alertness|typing fatigue|tiredness	TypingAnomalyDetector	feature/wordpulse/src/main/java/com/wordpulse/app/domain/TypingPerformance.kt	feature/wordpulse/src/main/java/com/wordpulse/app/domain/Alertness.kt;app/src/main/java/com/gernalix/personalhub/HubTemporalSearchScreen.kt;docs/HUB_USER_GUIDE.md	-
wordpulse.notifications	WordPulse notification|word reminder	NotificationCoordinator	feature/wordpulse/src/main/java/com/wordpulse/app/domain/NotificationCoordinator.kt	feature/wordpulse/src/main/java/com/wordpulse/app/ui/WordPulseViewModel.kt	-
soldi.root	Soldi|finance home|transactions UI|accounts UI	SoldiActivity	feature/soldi/src/main/java/com/gernalix/personalhub/soldi/SoldiActivity.kt	feature/soldi/src/main/java/com/gernalix/personalhub/core/database/capsules/soldi/FinanceCapsule.kt	feature/soldi/src/test/java/com/gernalix/personalhub/core/database/capsules/soldi/FinanceCapsuleTest.kt
soldi.data	finance repository|transactions|accounts|balance|FinanceDao	FinanceCapsule	feature/soldi/src/main/java/com/gernalix/personalhub/core/database/capsules/soldi/FinanceCapsule.kt	contracts/database/src/main/java/com/gernalix/personalhub/core/database/capsules/soldi/FinanceDao.kt;contracts/database/src/main/java/com/gernalix/personalhub/core/database/capsules/soldi/FinanceEntities.kt	feature/soldi/src/test/java/com/gernalix/personalhub/core/database/capsules/soldi/FinanceCapsuleTest.kt;feature/soldi/src/test/java/com/gernalix/personalhub/core/database/capsules/soldi/FinanceAccountsTest.kt
soldi.receipts	receipt|scontrino|OCR|ML Kit|scan receipt|ChatGPT enrichment|product matching	ReceiptParser	feature/soldi/src/main/java/com/gernalix/personalhub/soldi/receipt/ReceiptParser.kt	feature/soldi/src/main/java/com/gernalix/personalhub/soldi/receipt/ReceiptOcrProcessor.kt;feature/soldi/src/main/java/com/gernalix/personalhub/soldi/receipt/ReceiptImport.kt;feature/soldi/src/main/java/com/gernalix/personalhub/soldi/receipt/ReceiptImportScreen.kt	feature/soldi/src/test/java/com/gernalix/personalhub/soldi/receipt/ReceiptImportTest.kt
